Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent,total buying,total profit,total sell
950,7/9/2022 0:00,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,FUR-TA-10004154,1950,2070,12,5,23400,1336.5,24840
951,3/19/2022 0:00,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10000788,20,20,3,3,60,-0.6,60
952,5/14/2022 0:00,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10002479,20,30,6,2,120,59.4,180
953,4/23/2023 0:00,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10001940,30,30,4,3,120,-0.9,120
954,8/3/2022 0:00,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Art,OFF-AR-10001958,30,30,2,2,60,-0.6,60
955,11/15/2023 0:00,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Furniture,Bookcases,FUR-BO-10004709,70,80,2,5,140,16,160
956,2/7/2022 0:00,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Storage,OFF-ST-10000604,160,170,5,4,800,43.2,850
957,8/20/2022 0:00,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10002923,30,30,1,4,30,-1.2,30
958,6/29/2022 0:00,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10004465,0,0,2,5,0,0,0
959,10/23/2022 0:00,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10002333,20,20,3,2,60,-0.4,60
960,5/15/2022 0:00,Same Day,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,FUR-FU-10004188,190,200,2,4,380,12,400
961,9/4/2023 0:00,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002965,260,320,2,2,520,113.6,640
962,10/23/2023 0:00,Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,OFF-BI-10000145,10,10,2,2,20,-0.2,20
963,8/16/2023 0:00,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10001335,20,20,2,5,40,-1,40
964,9/13/2022 0:00,Second Class,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Labels,OFF-LA-10001613,0,0,2,5,0,0,0
965,4/30/2022 0:00,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10004055,10,10,2,3,20,-0.3,20
966,5/6/2022 0:00,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10004344,40,40,3,5,120,-2,120
967,7/11/2023 0:00,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10004621,10,10,2,3,20,-0.3,20
968,7/5/2023 0:00,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001281,180,190,4,4,720,32.4,760
969,3/19/2023 0:00,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10001613,10,10,3,5,30,-0.5,30
970,10/25/2022 0:00,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10001097,420,500,3,5,1260,215,1500
971,12/15/2023 0:00,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10001095,110,130,6,4,660,114.8,780
972,5/29/2022 0:00,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10004614,110,120,3,4,330,25.2,360
973,6/15/2022 0:00,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10001575,20,20,2,4,40,-0.8,40
974,5/17/2023 0:00,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10001074,20,30,3,5,60,28.5,90
975,6/26/2022 0:00,Second Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10003555,150,160,7,4,1050,63.6,1120
976,11/1/2023 0:00,Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10004492,70,80,3,5,210,26,240
977,2/3/2023 0:00,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Binders,OFF-BI-10002012,0,0,2,4,0,0,0
978,4/16/2023 0:00,First Class,Corporate,United States,Detroit,Michigan,48205,Central,Technology,Machines,TEC-MA-10000822,2850,3060,2,3,5700,328.2,6120
979,11/15/2023 0:00,First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Binders,OFF-BI-10000848,0,0,2,2,0,0,0
980,7/27/2023 0:00,First Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10004156,30,30,3,2,90,-0.6,90
981,4/25/2022 0:00,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10003199,570,600,6,5,3420,150,3600
982,3/31/2023 0:00,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Art,OFF-AR-10000034,0,0,1,3,0,0,0
983,2/1/2023 0:00,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,TEC-PH-10000560,460,560,2,5,920,172,1120
984,10/16/2022 0:00,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Chairs,FUR-CH-10000665,550,600,5,2,2750,238,3000
985,3/27/2023 0:00,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,OFF-LA-10001569,10,10,2,2,20,-0.2,20
986,4/3/2022 0:00,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Envelopes,OFF-EN-10000461,20,30,4,5,80,38.5,120
987,12/25/2023 0:00,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Technology,Machines,TEC-MA-10003066,320,340,3,4,960,46.4,1020
988,10/28/2023 0:00,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004022,0,0,2,3,0,0,0
989,11/14/2023 0:00,Standard Class,Corporate,United States,Auburn,New York,13021,East,Furniture,Furnishings,FUR-FU-10004071,490,520,5,4,2450,129.2,2600
990,2/19/2023 0:00,Standard Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10001988,20,20,3,5,60,-1,60
991,8/14/2023 0:00,Second Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,FUR-CH-10004086,1060,1170,5,5,5300,491.5,5850
992,7/16/2023 0:00,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10001036,10,10,2,2,20,-0.2,20
993,6/24/2022 0:00,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Fasteners,OFF-FA-10002983,10,10,3,5,30,-0.5,30
994,6/29/2022 0:00,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10003625,120,150,5,2,600,147,750
995,3/24/2023 0:00,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,OFF-BI-10003925,2200,2720,7,2,15400,3585.6,19040
996,2/10/2022 0:00,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Technology,Phones,TEC-PH-10001530,520,620,3,2,1560,287.6,1860
997,3/25/2023 0:00,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,OFF-EN-10003862,10,10,1,4,10,-0.4,10
998,2/17/2023 0:00,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,OFF-ST-10004258,30,40,3,3,90,28.8,120
999,11/25/2023 0:00,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10002885,20,20,5,2,100,-0.4,100
1000,9/5/2023 0:00,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10001918,30,30,7,3,210,-0.9,210
1001,8/29/2022 0:00,Standard Class,Home Office,United States,Vancouver,Washington,98661,West,Office Supplies,Art,OFF-AR-10002956,40,40,2,5,80,-2,80
1002,9/2/2023 0:00,Same Day,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10003033,2010,2310,7,4,14070,2007.6,16170
1003,10/8/2022 0:00,Same Day,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10002903,960,1090,7,4,6720,866.4,7630
1004,12/23/2023 0:00,Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004621,20,20,3,2,60,-0.4,60
1005,8/3/2022 0:00,Standard Class,Consumer,United States,Murrieta,California,92563,West,Office Supplies,Storage,OFF-ST-10000046,450,480,3,2,1350,80.4,1440
1006,8/3/2023 0:00,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10001790,110,120,3,4,330,25.2,360
1007,10/17/2022 0:00,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,OFF-EN-10002600,10,10,3,4,30,-0.4,30
1008,7/17/2023 0:00,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,OFF-BI-10002049,0,0,3,4,0,0,0
1009,11/11/2022 0:00,Standard Class,Consumer,United States,Burlington,Iowa,52601,Central,Office Supplies,Paper,OFF-PA-10001509,40,40,5,3,200,-1.2,200
1010,3/14/2023 0:00,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10003931,80,100,2,2,160,38,200
1011,1/30/2022 0:00,First Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10001602,140,150,4,5,560,32.5,600
1012,12/21/2023 0:00,Second Class,Consumer,United States,Olympia,Washington,98502,West,Furniture,Furnishings,FUR-FU-10004848,140,160,3,3,420,55.2,480
1013,4/14/2022 0:00,Second Class,Consumer,United States,Olympia,Washington,98502,West,Office Supplies,Storage,OFF-ST-10003722,10,10,1,4,10,-0.4,10
1014,6/22/2022 0:00,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,FUR-TA-10003748,1410,1620,13,3,18330,2681.4,21060
1015,6/21/2023 0:00,Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10003198,90,100,1,2,90,8,100
1016,3/7/2023 0:00,Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10004100,30,30,5,5,150,-1.5,150
1017,8/23/2022 0:00,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10002191,10,10,2,3,20,-0.3,20
1018,8/26/2023 0:00,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000965,130,160,3,2,390,86.8,480
1019,8/11/2023 0:00,Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10004188,110,120,5,2,550,47.6,600
1020,7/14/2023 0:00,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10001526,490,600,5,5,2450,520,3000
1021,3/20/2023 0:00,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,OFF-AR-10001166,20,20,3,3,60,-0.6,60
1022,12/29/2023 0:00,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Furniture,Chairs,FUR-CH-10000309,1080,1270,3,3,3240,531.9,3810
1023,11/26/2023 0:00,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Technology,Machines,TEC-MA-10004212,1240,1380,8,2,9920,1092.4,11040
1024,3/9/2023 0:00,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10003072,10,10,2,4,20,-0.4,20
1025,6/3/2023 0:00,First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Binders,OFF-BI-10000320,10,10,2,3,20,-0.3,20
1026,9/16/2023 0:00,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,OFF-PA-10001166,20,20,3,2,60,-0.4,60
1027,4/2/2022 0:00,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,OFF-PA-10003656,50,60,3,5,150,27,180
1028,8/5/2022 0:00,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Technology,Phones,TEC-PH-10000148,20,20,2,2,40,-0.4,40
1029,3/26/2022 0:00,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Paper,OFF-PA-10000474,160,180,5,5,800,91,900
1030,6/26/2023 0:00,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Technology,Phones,TEC-PH-10003885,160,200,3,2,480,116,600
1031,8/8/2023 0:00,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Chairs,FUR-CH-10003379,790,850,3,4,2370,146,2550
1032,8/6/2022 0:00,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,FUR-FU-10000629,110,120,9,2,990,87.6,1080
1033,3/27/2023 0:00,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Labels,OFF-LA-10001175,10,10,5,2,50,-0.2,50
1034,5/2/2023 0:00,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,OFF-PA-10000955,20,20,3,4,60,-0.8,60
1035,6/5/2022 0:00,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10003460,0,0,2,4,0,0,0
1036,10/10/2022 0:00,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10000474,10,10,3,4,30,-0.4,30
1037,10/21/2023 0:00,Standard Class,Home Office,United States,Jefferson City,Missouri,65109,Central,Furniture,Furnishings,FUR-FU-10003975,80,90,2,3,160,17.3,180
1038,1/24/2023 0:00,First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10003707,30,40,3,4,90,28.4,120
1039,3/6/2023 0:00,First Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10000203,20,20,7,5,140,-1,140
1040,4/19/2022 0:00,First Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10004790,30,30,3,4,90,-1.2,90
1041,7/23/2023 0:00,Standard Class,Home Office,United States,Saint Peters,Missouri,63376,Central,Furniture,Tables,FUR-TA-10001095,620,700,4,3,2480,299,2800
1042,9/27/2022 0:00,Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10004761,20,30,2,2,40,19.4,60
1043,6/27/2023 0:00,Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10001811,680,720,3,4,2040,91.2,2160
1044,12/11/2022 0:00,First Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10001130,10,10,5,3,50,-0.3,50
1045,8/21/2023 0:00,First Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,OFF-AP-10000055,50,60,9,5,450,87,540
1046,5/3/2022 0:00,Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Furniture,Chairs,FUR-CH-10002304,230,250,14,4,3220,270,3500
1047,9/24/2022 0:00,Standard Class,Consumer,United States,Miami,Florida,33142,South,Technology,Phones,TEC-PH-10001530,1120,1360,5,5,5600,1132,6800
1048,3/17/2023 0:00,Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Furnishings,FUR-FU-10004006,90,100,3,3,270,27,300
1049,3/23/2023 0:00,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10000486,930,1110,12,3,11160,2126.7,13320
1050,7/8/2023 0:00,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,TEC-AC-10001606,90,100,1,2,90,8,100
1051,1/18/2023 0:00,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10000293,140,170,2,3,280,54.9,340
1052,9/26/2022 0:00,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10001307,10,10,2,4,20,-0.4,20
1053,8/10/2023 0:00,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10004460,250,280,9,5,2250,256,2520
1054,9/1/2022 0:00,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000716,10,10,2,5,20,-0.5,20
1055,6/16/2023 0:00,Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10004622,100,110,2,4,200,15.6,220
1056,11/29/2023 0:00,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10002735,80,80,3,3,240,-2.4,240
1057,12/21/2022 0:00,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10003529,10,10,4,4,40,-0.4,40
1058,10/13/2023 0:00,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,OFF-BI-10001097,20,20,4,3,80,-0.6,80
1059,5/22/2022 0:00,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,OFF-BI-10001597,60,70,2,2,120,18.6,140
1060,7/9/2022 0:00,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,OFF-FA-10001754,0,0,3,3,0,0,0
1061,4/11/2022 0:00,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,FUR-CH-10003396,100,110,2,2,200,17.8,220
1062,4/6/2022 0:00,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,OFF-AP-10002350,50,50,3,5,150,-2.5,150
1063,5/29/2022 0:00,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,OFF-FA-10004838,10,10,7,4,70,-0.4,70
1064,1/13/2023 0:00,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Art,OFF-AR-10004757,10,10,3,3,30,-0.3,30
1065,12/26/2022 0:00,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,TEC-PH-10002115,110,120,3,3,330,26.4,360
1066,5/4/2022 0:00,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,OFF-FA-10003059,0,0,1,4,0,0,0
1067,6/4/2023 0:00,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,OFF-BI-10004330,50,60,5,4,250,47.6,300
1068,2/4/2023 0:00,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10001146,170,190,4,2,680,76.2,760
1069,9/7/2023 0:00,Second Class,Consumer,United States,Brownsville,Texas,78521,Central,Office Supplies,Supplies,OFF-SU-10001935,0,0,1,2,0,0,0
1070,10/1/2022 0:00,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10001524,30,30,4,5,120,-1.5,120
1071,1/30/2022 0:00,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10003732,20,20,7,3,140,-0.6,140
1072,7/5/2023 0:00,Standard Class,Home Office,United States,Denver,Colorado,80219,West,Office Supplies,Paper,OFF-PA-10001970,30,30,3,2,90,-0.6,90
1073,8/27/2022 0:00,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10003669,10,10,2,3,20,-0.3,20
1074,10/11/2022 0:00,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,OFF-BI-10003727,10,10,5,3,50,-0.3,50
1075,5/4/2022 0:00,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,OFF-BI-10004967,0,0,7,3,0,0,0
1076,12/23/2023 0:00,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Accessories,TEC-AC-10003447,30,30,2,4,60,-1.2,60
1077,4/28/2023 0:00,First Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Art,OFF-AR-10000255,30,40,7,4,210,68.4,280
1078,9/8/2023 0:00,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,OFF-AP-10002191,100,120,2,5,200,34,240
1079,6/29/2023 0:00,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10001325,30,30,3,2,90,-0.6,90
1080,4/29/2022 0:00,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10000404,10,10,1,4,10,-0.4,10
1081,8/10/2022 0:00,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10000349,20,20,4,5,80,-1,80
1082,8/21/2023 0:00,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,FUR-CH-10002880,1000,1110,9,3,9000,956.7,9990
1083,10/1/2022 0:00,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Tables,FUR-TA-10001095,760,840,8,4,6080,606.4,6720
1084,12/16/2023 0:00,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Paper,OFF-PA-10003127,30,30,1,4,30,-1.2,30
1085,12/9/2023 0:00,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Storage,OFF-ST-10003208,320,360,2,3,640,69.2,720
1086,6/28/2022 0:00,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Machines,TEC-MA-10003979,4360,4900,7,5,30520,3535,34300
1087,2/15/2022 0:00,Same Day,Consumer,United States,Des Moines,Iowa,50315,Central,Office Supplies,Paper,OFF-PA-10000029,10,10,1,5,10,-0.5,10
1088,1/4/2022 0:00,Second Class,Corporate,United States,Oakland,California,94601,West,Technology,Phones,TEC-PH-10004896,60,70,3,2,180,28.6,210
1089,12/30/2023 0:00,Second Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Labels,OFF-LA-10000452,0,0,1,2,0,0,0
1090,5/23/2022 0:00,Standard Class,Corporate,United States,Monroe,North Carolina,28110,South,Furniture,Furnishings,FUR-FU-10001967,30,30,2,3,60,-0.9,60
1091,7/13/2022 0:00,Standard Class,Corporate,United States,Monroe,North Carolina,28110,South,Technology,Phones,TEC-PH-10001819,60,70,2,2,120,18.6,140
1092,4/12/2022 0:00,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,OFF-AR-10002952,100,120,9,5,900,174,1080
1093,9/28/2022 0:00,Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,TEC-PH-10000576,180,220,2,3,360,73.4,440
1094,10/25/2023 0:00,Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,OFF-PA-10000605,20,30,5,4,100,48.8,150
1095,10/8/2022 0:00,Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Office Supplies,Appliances,OFF-AP-10002518,320,360,2,5,640,62,720
1096,10/6/2022 0:00,Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,OFF-ST-10004340,320,350,7,2,2240,203,2450
1097,4/9/2023 0:00,Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,OFF-BI-10004001,40,40,7,3,280,-1.2,280
1098,1/30/2022 0:00,First Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,FUR-TA-10004147,360,450,5,5,1800,427.5,2250
1099,9/15/2023 0:00,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10001545,10,10,4,3,40,-0.3,40
1100,10/18/2022 0:00,First Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10000206,10,10,3,3,30,-0.3,30
1101,1/24/2022 0:00,First Class,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10001013,30,30,1,3,30,-0.9,30
1102,4/17/2022 0:00,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10002255,10,10,3,3,30,-0.3,30
1103,10/18/2023 0:00,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004140,0,0,3,5,0,0,0
1104,9/8/2023 0:00,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002049,0,0,3,4,0,0,0
1105,12/30/2023 0:00,Standard Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Paper,OFF-PA-10001892,20,20,3,2,60,-0.4,60
1106,11/19/2023 0:00,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000642,80,100,6,2,480,118,600
1107,2/23/2023 0:00,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,FUR-FU-10000206,0,0,2,4,0,0,0
1108,9/3/2023 0:00,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10003676,10,10,5,2,50,-0.2,50
1109,10/19/2023 0:00,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Fasteners,OFF-FA-10003495,60,60,12,4,720,-2.4,720
1110,1/2/2023 0:00,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,OFF-EN-10003798,30,40,3,2,90,29.2,120
1111,1/12/2022 0:00,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10003589,60,70,5,2,300,48.6,350
1112,7/18/2022 0:00,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10004735,10,10,2,5,20,-0.5,20
1113,12/21/2022 0:00,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002609,0,0,2,5,0,0,0
1114,7/10/2023 0:00,Second Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,OFF-BI-10003364,40,50,2,3,80,18.5,100
1115,11/18/2022 0:00,Second Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Bookcases,FUR-BO-10002206,100,120,1,2,100,17.6,120
1116,8/28/2022 0:00,Second Class,Consumer,United States,Encinitas,California,92024,West,Technology,Accessories,TEC-AC-10003610,110,120,2,5,220,14,240
1117,2/5/2023 0:00,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10003766,10,10,2,4,20,-0.4,20
1118,6/16/2022 0:00,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,OFF-PA-10001970,230,280,5,5,1150,236,1400
1119,7/26/2023 0:00,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,TEC-AC-10002049,530,620,5,3,2650,431.4,3100
1120,2/3/2023 0:00,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,OFF-PA-10000141,0,0,2,4,0,0,0
1121,8/14/2023 0:00,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Envelopes,OFF-EN-10004459,20,20,2,5,40,-1,40
1122,7/3/2022 0:00,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,TEC-PH-10001061,600,700,7,4,4200,672,4900
1123,2/8/2022 0:00,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Art,OFF-AR-10002375,20,20,7,3,140,-0.6,140
